Video ID,Title,Views,Likes,Dislikes,Comments
0uLLuodEFhE,Secret of a Happy Relationship - By Sandeep Maheshwari I Hindi,10853791,504221,0,11512
EDoD6K-xPro,Khud Ko Kisi Se Kam Mat Samjho - Motivational Speech By Sandeep Maheshwari,10456709,358610,0,10067
BL9WblAEK_A,How to Conquer your Biggest Fear? By Sandeep Maheshwari I Hindi,2028182,89794,0,4126
1SZ92qTNWCk,How to ACHIEVE MORE in LESS TIME? By Sandeep Maheshwari I Motivational Video in Hindi,3818711,179852,0,5515
af3Dmfsotbc,Stop Being An Emotional Fool - Motivational Video By Sandeep Maheshwari,9085331,384887,0,11304
tVd0yX19cUY,#10 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1031796,44320,0,2535
rTCq9gosTyE,#9 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1036533,41632,0,1359
CFUvF3xXUqk,#8 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,760486,29709,0,1273
DHlGW3dJNFE,#7 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,834275,32844,0,1337
0lfHRvvV-qI,#6 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1290226,52000,0,3220
xss3FK58EV8,#5 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1270482,49857,0,2023
eIfTcEt3Nw4,#4 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1678482,73364,0,4396
Oh8XqWASsts,#3 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1997008,84949,0,4795
VCpHNvc3nvE,#2 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,5632916,251803,0,13508
Rf4rU1hwQXc,#1 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,15402980,593170,0,16337
LrnynQqYFXo,Sirf 1 Tareeka Hai Khush Rehne Ka - Sandeep Maheshwari,15015126,443571,0,15331
gdojwO396uM,How to make the IMPOSSIBLE POSSIBLE? By Sandeep Maheshwari I Motivational Video in Hindi,6030049,281000,0,8733
eAK14VoY7C0,How to deal with Depression and Anxiety? By Sandeep Maheshwari I Hindi,10726873,371310,0,19942
KkvTqnGwK1o,Apne Mind Ko Clear Karna Seekho - By Sandeep Maheshwari I Mind Mapping Technique,5459293,198706,0,5554
fow__sEVsno,Shyness खत्म कैसे करें? By Sandeep Maheshwari,9582447,462031,0,13799
erFaJDxz6Xg,The Journey to 10 Million Subscribers!!!,3793704,242285,0,17778
4-NiO3tq8mw,जब हिम्मत टूटे तब क्या करें? Motivational Speech by Sandeep Maheshwari,9119966,292709,0,10528
BYc4ipPBuaA,How to Relax your Mind? By Sandeep Maheshwari I Hindi,8961233,256017,0,7413
LBB_Yzb7Bi8,Dar Se Mat Daro - By Sandeep Maheshwari,4029390,154048,0,5433
vE1F3-Nx1NY,Apne Parents Ko Kaise Samjhaye? By Sandeep Maheshwari,2492340,132648,0,5223
piyhZoOaDag,Akelapan Dur Kaise Kare? By Sandeep Maheshwari,10992203,463951,0,31239
tDODeGh3JGs,What is True Love? By Sandeep Maheshwari I Hindi,4345836,201957,0,6659
ltIN53hRAXw,Khud Ko Samjho - By Sandeep Maheshwari,5962452,204687,0,7411
B7u_bIeTc1I,Ache Logo Ke Saath Bura Kyun Hota Hai? By Sandeep Maheshwari,11962015,426835,0,14635
MpJKNYiJSAs,Heart vs Mind - By Sandeep Maheshwari I Hindi,6350382,294809,0,9383
hE6I9apUvrk,How to improve Communication Skills? By Sandeep Maheshwari I Hindi,13991746,545361,0,10140
AmTbx_8SMMw,How to Focus on your Goal? By Sandeep Maheshwari I Hindi,9859485,439658,0,16337
AwRfvtCpdiQ,Don't Waste Your Time - By Sandeep Maheshwari I Hindi,17477765,766457,0,19074
gwKSWd75snE,Apne Andar Ke Dar Ko Jeeto - By Sandeep Maheshwari,10243543,375516,0,11686
t6Kw3n9CNrc,How to Stay Motivated all the time? By Sandeep Maheshwari I Hindi,7781727,328813,0,9154
EinlIf5yfYQ,Apni Kahani Khud Likho - By Sandeep Maheshwari,5555297,230584,0,7620
sBRN4fdu_74,100% Jeena Seekho - By Sandeep Maheshwari,4332552,172075,0,8215
NHQHExbYbVM,How to live Happily? By Sandeep Maheshwari,2278616,95572,0,4829
Tj1Pyf8oFBs,THE END - By Sandeep Maheshwari,3997397,165680,0,9912
1K0dgh8O8AQ,Sangati Ka Asar - By Sandeep Maheshwari,1699964,76303,0,4419
s_1bFkC2tRY,3 Signs of TRUE LOVE - Sandeep Maheshwari | Hindi,18100022,739800,0,23441
NX0pIxLihn4,Family की Situation vs आपके Goals - By Sandeep Maheshwari,5280191,259443,0,8597
R8OFOURSZZA,Addiction To Education (पढ़ाई की लत) By Sandeep Maheshwari,22851440,848199,0,20858
aFIsyEfXDIw,Do What The 99% Are Not Doing - By Sandeep Maheshwari,6662052,238926,0,8458
HPrhvo6OlBI,3 Things You Must Do Everyday - By Sandeep Maheshwari I Hindi,4452814,198593,0,7412
Pfbnc-u8Ta4,How to control your ANGER? By Sandeep Maheshwari,5480406,221568,0,7286
dIlmtkRZK8g,How to control your Subconscious Mind? By Sandeep Maheshwari I Hindi,3890637,161474,0,6155
it29M1nkn38,Choose YOUR OWN Path - By Sandeep Maheshwari,2062613,71877,0,3931
u6gEkCp0f08,What is Love? By Sandeep Maheshwari,10839264,434207,0,14236
W0UGEDbjBDs,Apne Mind Ko Shant Kaise Kare? By Sandeep Maheshwari,21046351,697103,0,18812
gpuqFNGxab8,Bina Kisi Dar Ke Jeena Seekho - By Sandeep Maheshwari,9247058,272632,0,9166
ktBZ1UKKN28,Khud Ki Value Badhao - By Sandeep Maheshwari,12932658,472369,0,10179
kFRowYi8uvA,Aalas Kaise Dur Karein - By Sandeep Maheshwari,10779626,387947,0,10905
PgluKyEwuoE,Khud Ko Sahi Direction Dena Seekho - By Sandeep Maheshwari,6766471,252052,0,9265
VPN9yPyKEqU,Akele Khush Rehna Seekho - By Sandeep Maheshwari,26261725,844652,0,26422
2FM210lmDBI,What is Real Intelligence? By Sandeep Maheshwari I Hindi,2566418,109298,0,4837
pCZ1kToC70g,Why Don't I Earn Money From My Sessions? By Sandeep Maheshwari I Hindi,1972827,140213,0,10064
oLrrQl8d28A,Stop Giving Excuses - By Sandeep Maheshwari I Hindi,2492298,111983,0,4425
SUwp1_uI9Ug,Smart Work vs Hard Work - By Sandeep Maheshwari I Hindi,2655274,109204,0,4107
wMEOT0yaasQ,The Positive Side of Anger - By Sandeep Maheshwari I Hindi,1494699,71623,0,3633
dI5o1IJR7y8,YOU are UNIQUE - By Sandeep Maheshwari I Hindi,2895310,118072,0,6164
HHgQO_rKLHU,Halke Fulke Rehna Seekho - By Sandeep Maheshwari,5143616,167431,0,6763
1xR-XgReRg8,Part 4 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1459689,55654,0,3125
O5QrLnVcQXc,Part 3 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1545805,46662,0,3120
p1-jfIipvwc,Part 2 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1765851,58903,0,3091
HIKqzkOXYz8,Part 1 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,3379829,116404,0,5525
X4eL6fL5I1U,How to make anyone instantly Like You? By Sandeep Maheshwari,6619607,280012,0,7206
97mtlPAv_1M,Never Underestimate YOURSELF - Inspirational Video I Hindi,2312373,145034,0,5015
XlsQuV32yEs,Out of the Box Thinking - By Sandeep Maheshwari I Hindi,1246269,48899,0,2203
piZS-I9sjiU,Job vs Business - Sandeep Maheshwari I Hindi,9152539,347759,0,11030
bkv8lm5uFxs,Don't Be Too Serious - By Sandeep Maheshwari I Hindi,5323197,201732,0,5477
nPci9IFOaIk,Accept Your Mistakes & Move On - By Sandeep Maheshwari,3716590,154554,0,3914
hF8MjhyN2Yg,Be Fearless - By Sandeep Maheshwari,4498629,185170,0,4413
vpO_3ZegQL4,Freedom From Stress & Pressure - By Sandeep Maheshwari I Hindi,7673487,258613,0,8370
jklmLh740CA,You Are More Than You Think - By Sandeep Maheshwari I Hindi,2744856,97734,0,4479
IAD5G4ET3Ng,How Successful People Think? By Sandeep Maheshwari I Hindi,2544529,101938,0,3897
3gqQevdM7xM,How to Build Self Confidence? By Sandeep Maheshwari I Hindi,10228970,349431,0,8310
4OT9gF_HdJg,How to be Happy in Life? By Sandeep Maheshwari I Hindi,2234567,83928,0,3124
uEgWn7i67k8,What is True Love? By Sandeep Maheshwari I Hindi,6406845,236412,0,5336
L1FrBx_wkYU,What is Real Beauty? By Sandeep Maheshwari I Hindi,2207873,79639,0,3261
oB09kuJa-Eg,Focus on Yourself - By Sandeep Maheshwari I Hindi,5895063,176240,0,5090
NwZjWm8iTWc,Positive vs. Negative Thoughts - By Sandeep Maheshwari I Hindi,1147278,35747,0,1468
Nlb8x7oIkbI,Hanste Khelte Raho - By Sandeep Maheshwari,6650381,223974,0,5898
YhpU8VME8Gw,3 Ways To Be Stress Free - By Sandeep Maheshwari I Hindi,5114904,160840,0,3017
rGpwRlCOLbY,How to Stop Negative Thoughts & Feelings? By Sandeep Maheshwari I Hindi,11338434,353897,0,11986
XW9tfxy7WX0,NEVER QUIT - A Truly Inspiring Story of a Young Woman (Hindi),2545711,122891,0,4698
WhunIR0JxkA,Always Be Happy - By Sandeep Maheshwari,3866168,200117,0,3620
siKJWYCoDTI,Difference Between Need & Greed - By Sandeep Maheshwari I Hindi,633341,27101,0,1487
odnOhu7m318,Stop Comparing Kids - By Sandeep Maheshwari,652519,34744,0,2073
G3gpBYrbk-0,How to Deepen Your Understanding? By Sandeep Maheshwari I Hindi,973661,37316,0,1306
qF0HeSOO2TE,Don't Be Lazy - By Sandeep Maheshwari I Motivational Video in Hindi,2709208,98830,0,2799
QVESwoTDBCc,DIL KI SUNO - Inspirational Video By Sandeep Maheshwari,822274,33606,0,1459
aMt64jSpxOo,JUST DO IT - Motivational Video (Hindi),996587,49285,0,2036
Unkowlce62s,How to Build Trust in a Relationship? By Sandeep Maheshwari I Hindi,1750618,63401,0,1359
8GS_9pAi-HI,BELIEVE IN YOURSELF - Motivational Video By Sandeep Maheshwari I Hindi,6476849,338985,0,8844
31rlCxfts4E,How to be FEARLESS - By Sandeep Maheshwari I Hindi,1556023,50276,0,1812
9-8UN0cPCmQ,How to Make your Body Fit & Active? By Sandeep Maheshwari I Hindi,3252410,102379,0,2829
Ss1XWRfdM-0,How to be a Great Speaker? By Sandeep Maheshwari I Hindi,2208875,69454,0,2442
D-0qAA3Mri8,Aaj Mein Jeena Seekho - By Sandeep Maheshwari,1821583,63468,0,2043
yimydUJMSl8,Zindagi Ki Gaadi Ka Fuel - By Sandeep Maheshwari,683151,24611,0,1057
3pfu6pqyIWw,Zindagi Ko Khul Ke Jiyo - By Sandeep Maheshwari,1620682,61278,0,1884
S_p0dKZEjwk,Apne Aap Ko Samjho - Motivational Video By Sandeep Maheshwari,4426930,145400,0,3319
WhftbG4OgTc,Har Cheez Se Seekho - By Sandeep Maheshwari,1243540,42195,0,1617
r0AIiTtjkxM,Apne Thoughts Ko Samjho - By Sandeep Maheshwari,2380694,75049,0,3834
iyBGzzjyUDU,How to be a Great Teacher? By Sandeep Maheshwari I Hindi,3977795,115870,0,3978
HQ-aJkcUT0o,The Positive Side of Breakup - By Sandeep Maheshwari I Hindi,6337665,260936,0,10450
wbkpaA6LH80,How Successful Entrepreneurs Think? By Sandeep Maheshwari I Hindi,2303017,74719,0,2145
JHKk4QXcUhk,Mast Rehna Seekho - By Sandeep Maheshwari,11995190,312179,0,9588
mqvPoSfknNY,What is Mind? By Sandeep Maheshwari I Hindi,1812598,54671,0,2142
_zgYxCxJB0I,Why do we start Smoking? By Sandeep Maheshwari I Hindi,3938120,152566,0,5241
udZtsIz3d_U,Top 10 Ways to Overcome Laziness - By Sandeep Maheshwari,5655127,196725,0,3620
G-NTw4OcRPs,How to be Happy all the time? By Sandeep Maheshwari I Hindi,7001022,222121,0,8867
80MHyy11sw0,What is Real Learning? By Sandeep Maheshwari I Hindi,1555890,48848,0,2188
k1IT_EfC4KI,Don't Suppress Your Desires - By Sandeep Maheshwari I Hindi,771173,26845,0,987
a2EhOm1ysKA,Open your Mind to New Ideas - By Sandeep Maheshwari I Hindi,1540623,56414,0,1451
ws9XIYdvNtU,The Most Practical Way to Achieve Success - By Sandeep Maheshwari I Hindi,1634969,55294,0,1836
uPfPx_l_mgI,What is Luck? By Sandeep Maheshwari I Hindi,2092049,54052,0,3787
lXR5ri2vDSc,DON'T BE AFRAID - Motivational Video By Sandeep Maheshwari (Hindi),1687206,52768,0,1803
nRPb6O05Lsw,How to Stop Overthinking? By Sandeep Maheshwari I Hindi,9373133,325755,0,8931
hbfyVu0arXE,"How to Meditate Anytime, Anywhere? By Sandeep Maheshwari I Meditation For Beginners (Hindi)",2302583,82893,0,2459
WfWgThjXpXo,How to stay Motivated all the time? By Sandeep Maheshwari I Hindi,3313491,105423,0,2359
dikGXPB2R30,What is the cause of Laziness? By Sandeep Maheshwari I Hindi,1666512,45099,0,1420
o7mdzUtCZPw,Sandeep Maheshwari's Top 10 Rules For Success (Hindi),7438973,256599,0,5047
MuQ3QxHvkhw,How to make your Mind Peaceful? By Sandeep Maheshwari I Hindi,3940049,108345,0,2791
b_clFB3vL-Q,4 Steps to Overcome Failure - By Sandeep Maheshwari I Hindi,2680453,97255,0,3920
5UxCv3HGhSQ,Feelings Are Temporary - Motivational Video By Sandeep Maheshwari (Hindi),1394454,48938,0,1376
y04OcY_4ttU,How to overcome Loneliness? By Sandeep Maheshwari I Hindi,5605690,182897,0,8569
aBOGlRB9dSM,How to make every moment of life New and Refreshing? By Sandeep Maheshwari I Hindi,1772964,55082,0,3293
rk_TeIhydsM,ATTITUDE is EVERYTHING - Motivational Video By Sandeep Maheshwari I Hindi,8684395,226621,0,4247
9XGekkdAIrk,BEST MOTIVATIONAL VIDEOS COMPILATION - Sandeep Maheshwari (Hindi),7015817,169416,0,4745
RT2a92UXOIA,How to do what you love doing? By Sandeep Maheshwari I Hindi,971866,32188,0,1531
faku-uBEloU,What is Love? By Sandeep Maheshwari I Hindi,12686601,320614,0,11428
WeUUwr5_mG4,What is Fear? By Sandeep Maheshwari I Hindi,2067200,48301,0,2108
8qwMyMCuV4I,Sabse Bada Rog Kya Kahenge Log - By Sandeep Maheshwari,3104602,96401,0,3677
UckUOWErUYU,Ek Alag Soch - By Sandeep Maheshwari,2279612,59397,0,2153
fOWsE6pPTaM,How to control your thoughts? By Sandeep Maheshwari I Hindi,4976075,126076,0,4833
TAqczHpN_BM,How to change your Mindset? By Sandeep Maheshwari I Hindi,3753012,111209,0,3313
rDjYio4xlZ0,#4 Smart Dressing Sense & Hygiene - By Sandeep Maheshwari I Personality Development I Hindi,5966522,154944,0,1999
M4iHa7gHvNI,#3 Confidence for Job Interview - By Sandeep Maheshwari I Personality Development I Hindi,3790269,120103,0,2159
QLqTYtka2Vg,#2 Confident Body Language Tips - By Sandeep Maheshwari I Personality Development I Hindi,11249968,338630,0,5244
5CoKwpezDFE,Personality Development #1 Improve Your Sense of Humour - By Sandeep Maheshwari I Hindi,11623113,326054,0,6387
VrTraTM5PBo,Solution Oriented Mindset - By Sandeep Maheshwari I Hindi,724558,23466,0,1009
yR-UgJEwgLA,Apne Dil Ki Suno - By Sandeep Maheshwari I Latest 2017 Video in Hindi,1770773,41983,0,1073
ZRR4n5f72pA,Keep Moving Forward - By Sandeep Maheshwari I Hindi,583253,17702,0,832
eQTj6M21dGY,How to Make Money on YouTube? By Sandeep Maheshwari I Hindi,9126063,359725,0,19575
ImZwgfGY20o,How to expand your Mind? By Sandeep Maheshwari I Think Out Of The Box,1909989,55094,0,1506
AtaJEAZWXKM,Successful लोगों की सोच - By Sandeep Maheshwari,8294889,147606,0,4022
Sl56bfvurWY,How to increase your Memory Power? By Sandeep Maheshwari I Hindi,2414796,59446,0,1670
PuHAHf2jOJk,Start Feeling Happy! By Sandeep Maheshwari I Hindi,2913311,71535,0,3297
EN-pgUsBOm4,BE POWERFUL - By Sandeep Maheshwari I Latest Mashup I Motivational Speech in Hindi,2981892,78061,0,1140
XG21qHCdH9k,Rise & Shine - By Sandeep Maheshwari I Hindi,2481784,72287,0,3280
Y07dnUKwqyw,Speak English with Confidence - By Sandeep Maheshwari | Hindi,36242542,921040,0,22114
N2cs7b8er1A,How to Concentrate on Studies? By Sandeep Maheshwari I Hindi,5229624,241539,0,2516
uWnBTyiSwgE,Stop Getting Distracted - By Sandeep Maheshwari I Hindi I Avoid Distractions and Stay Focused,7639286,242140,0,7028
2B7SCf3aP6Q,Mobile Phone Addiction - By Sandeep Maheshwari I Hindi,1645747,56634,0,2219
VczVqHJW0gg,Extraordinary Communication Skills - By Sandeep Maheshwari I Hindi,9409861,239905,0,4789
yNQf5YFL2Ns,Emotional Intelligence - By Sandeep Maheshwari I Hindi,2779387,64769,0,1798
V3fDtsDsGSo,Inspiring Story of Akbar & Birbal - By Sandeep Maheshwari I Hindi I Positive Thinking & Attitude,1685155,71040,0,947
yIW6eTU2oXY,How to stay Motivated in your Career? By Sandeep Maheshwari I Hindi,1331123,33638,0,724
vmxC_2HNIWo,How to get rid of Jealousy? By Sandeep Maheshwari I Hindi,2679292,77710,0,1531
7hSHiXXS9Qg,How to stay Positive with Negative people? By Sandeep Maheshwari I Hindi,4555675,118814,0,3342
1SA1QFpVSiA,What is the Ultimate Goal of Life? By Sandeep Maheshwari I Hindi,1569432,37092,0,1266
VXDDEC3q5Lg,How to Stay Focused? By Sandeep Maheshwari I Hindi,3467408,88773,0,1882
QGcOzD8pX14,Stop Killing Time - By Sandeep Maheshwari I Inspirational Talk in Hindi,4842089,102865,0,2835
3TfRSGrEE6I,Game of Life - By Sandeep Maheshwari I Hindi I Be Fearless & Live With Confidence,4438915,100066,0,3291
Zf2RzRgD3t8,BE FEARLESS - Motivational Video By Sandeep Maheshwari,6534037,148553,0,2612
HeAcRFIrKFY,Smart Work & Time Management - By Sandeep Maheshwari I Hindi,6586807,134214,0,3821
hIFCjtcg7eM,How to Conquer Yourself? By Sandeep Maheshwari I Hindi I Change Your Mind,1537692,36493,0,1041
AH7k3P6W7V8,How to take the Right Decision? By Sandeep Maheshwari I Hindi,3936491,95780,0,2377
Hq_PSO1HCc8,How to look at your Destiny? By Sandeep Maheshwari I Hindi,444959,12796,0,302
7cZDRM28LgM,How to control your Mind? By Sandeep Maheshwari I Hindi,15901437,308422,0,9906
KcUfiGgTkbw,Absolute Freedom - By Sandeep Maheshwari I Hindi,2129429,49530,0,2110
WKiRLpD0xSo,▶ Most Powerful Motivational Story - By Sandeep Maheshwari I Animated Version in Hindi,4376083,172887,0,2865
wvjqFy33HVA,How to LEARN from everyone? By Sandeep Maheshwari in Hindi I Latest 2016,1406181,31115,0,992
tC6i1AIj4iU,How to Achieve Success in Life? By Sandeep Maheshwari in Hindi I Latest 2016,1526957,39301,0,853
KBkmHRpC-bw,Courage For Students - By Sandeep Maheshwari I Full Speech I Hindi,3206860,82808,0,3120
9S-ezI-x3Fc,PROMO: COURAGE FOR STUDENTS by Sandeep Maheshwari,566401,11873,0,386
dD_fk9ELJ24,The Sound of Silence - By Sandeep Maheshwari (in Hindi),3917840,72193,0,4023
hPFN4UDgMZ4,The Mission of Sandeep Maheshwari,2320760,54195,0,1530
QkKDeMmcjaA,Power of Choice - By Sandeep Maheshwari I Hindi,1432004,35117,0,854
Ho37w_UFRSg,How to increase your Intelligence? By Sandeep Maheshwari I Hindi,6229538,160871,0,3504
sXHSugsbW28,MindAPP by Sandeep Maheshwari (in Hindi),2733685,66862,0,2517
n4Q1GM_lr94,Power of Desire - By Sandeep Maheshwari I Powerful Inspirational Speech in Hindi,2830942,71969,0,2552
Moek1mBNZUg,Create your own Destiny - By Sandeep Maheshwari I Hindi,2563871,57803,0,1820
RwxC5J8LI4Q,BEST MOTIVATIONAL VIDEO For Students - Sandeep Maheshwari I POWER OF FOCUS,20953130,671470,0,22662
EVNNzwHWq78,Overcoming Fear & Anger - By Sandeep Maheshwari I Hindi,6267633,110466,0,4255
eG2X_wYSi_U,Laugh At Yourself - By Sandeep Maheshwari I Hindi,5500303,165205,0,4961
eF2FST6my_Q,Realistic Positive Thinking - By Sandeep Maheshwari I Hindi I Attitude is Everything,4172832,100248,0,2773
BNBJaH0cTL8,▶ Never Give Up - By Sandeep Maheshwari in Hindi I Powerful Motivational Video,3653862,126595,0,1803
NeGWwIxyKKQ,Guaranteed Success - By Sandeep Maheshwari I Hindi,8310781,197813,0,5910
9vqtF68SkRM,Basic Meditation Session (English) By Sandeep Maheshwari,477915,7156,0,304
Kn4dK_kYUEo,Basic Meditation Session By Sandeep Maheshwari I How to Meditate for Beginners I Hindi,19538735,435122,0,15144
d39O2sR5sj4,Power of Belief ▶ An Inspirational Film by Sandeep Maheshwari I Hindi,1988178,57005,0,2584
eOsB8hpWz6k,PROMO: POWER OF BELIEF by Sandeep Maheshwari,287804,7285,0,237
qXCVBVxJqLs,How to get the power to achieve your goals? By Sandeep Maheshwari (in Hindi),1823606,47826,0,1025
AV37vcRBPhs,THE UNSTOPPABLE - By Sandeep Maheshwari,21917405,595899,0,21904
MvZ9dI_b72I,PROMO: UNSTOPPABLE by Sandeep Maheshwari,794283,29761,0,531
8kobG40CPYw,From ILLUSION to REALITY - By Sandeep Maheshwari I Hindi,5177769,114540,0,5340
5btIDfCa4fQ,Sandeep Maheshwari - Motivational Video I Powerful Mashup in Hindi,711183,18260,0,610
GsY4E6iyVYg,LAST Life Changing Seminar - By Sandeep Maheshwari I Dubbed in English,4221046,63135,0,1590
eDiA1p5DlLg,World's #1 Life Changing Video By Sandeep Maheshwari | Hindi,68438010,1030823,0,42990
vRe-eWNhk8M,FIRST Life Changing Seminar - By Sandeep Maheshwari in Hindi,8006783,146504,0,11129
